STATEFP,COUNTYFP,TRACTCE,GEOID,date,flares
48,177,000600,48177000600,2017-09-15,1
48,177,000600,48177000600,2017-09-20,1
48,177,000600,48177000600,2017-09-21,3
48,177,000600,48177000600,2017-09-22,1
48,177,000600,48177000600,2017-09-23,1
48,177,000600,48177000600,2017-09-24,1
48,177,000600,48177000600,2017-09-25,1
48,177,000600,48177000600,2017-10-01,1
48,177,000600,48177000600,2017-10-02,1
48,177,000600,48177000600,2017-10-07,1
48,177,000600,48177000600,2017-10-09,1
48,177,000600,48177000600,2017-10-15,2
48,177,000600,48177000600,2017-10-26,1
48,177,000600,48177000600,2017-10-29,2
48,177,000600,48177000600,2017-10-30,1
48,177,000600,48177000600,2017-11-24,1
48,177,000600,48177000600,2017-11-27,1
48,177,000600,48177000600,2017-12-02,1
48,177,000600,48177000600,2017-12-10,2
48,177,000600,48177000600,2017-12-11,8
48,177,000600,48177000600,2017-12-17,2
48,177,000600,48177000600,2017-12-24,5
48,177,000600,48177000600,2018-01-03,4
48,177,000600,48177000600,2018-01-04,3
48,177,000600,48177000600,2018-01-09,2
48,177,000600,48177000600,2018-01-12,1
48,177,000600,48177000600,2018-01-13,1
48,177,000600,48177000600,2018-01-14,4
48,177,000600,48177000600,2018-01-15,2
48,177,000600,48177000600,2018-01-24,5
48,177,000600,48177000600,2018-01-25,2
48,177,000600,48177000600,2018-01-29,4
48,177,000600,48177000600,2018-01-31,6
48,177,000600,48177000600,2018-02-02,1
48,177,000600,48177000600,2018-02-04,5
48,177,000600,48177000600,2018-02-12,7
48,177,000600,48177000600,2018-02-16,4
48,177,000600,48177000600,2018-03-03,2
48,177,000600,48177000600,2018-03-07,2
48,177,000600,48177000600,2018-03-14,4
48,177,000600,48177000600,2018-03-15,5
48,177,000600,48177000600,2018-03-19,1
48,177,000600,48177000600,2018-03-20,1
48,177,000600,48177000600,2018-03-21,3
48,177,000600,48177000600,2018-03-22,2
48,177,000600,48177000600,2018-03-30,3
48,177,000600,48177000600,2018-03-31,1
48,177,000600,48177000600,2018-04-10,2
48,177,000600,48177000600,2018-04-15,3
48,177,000600,48177000600,2018-04-16,1
48,177,000600,48177000600,2018-04-17,4
48,177,000600,48177000600,2018-04-22,1
48,177,000600,48177000600,2018-04-23,5
48,177,000600,48177000600,2018-04-24,2
48,177,000600,48177000600,2018-04-25,1
48,177,000600,48177000600,2018-05-06,2
48,177,000600,48177000600,2018-05-08,1
48,177,000600,48177000600,2018-05-09,1
48,177,000600,48177000600,2018-05-11,2
48,177,000600,48177000600,2018-05-15,1
48,177,000600,48177000600,2018-05-16,2
48,177,000600,48177000600,2018-05-17,1
48,177,000600,48177000600,2018-05-19,2
48,177,000600,48177000600,2018-05-22,1
48,177,000600,48177000600,2018-05-23,2
48,177,000600,48177000600,2018-05-26,2
48,177,000600,48177000600,2018-05-27,1
48,177,000600,48177000600,2018-05-28,3
48,177,000600,48177000600,2018-05-29,2
48,177,000600,48177000600,2018-06-02,1
48,177,000600,48177000600,2018-06-03,2
48,177,000600,48177000600,2018-06-05,1
48,177,000600,48177000600,2018-06-08,5
48,177,000600,48177000600,2018-06-12,3
48,177,000600,48177000600,2018-06-13,1
48,177,000600,48177000600,2018-06-14,4
48,177,000600,48177000600,2018-06-15,5
48,177,000600,48177000600,2018-06-16,2
48,177,000600,48177000600,2018-06-17,5
48,177,000600,48177000600,2018-06-18,5
48,177,000600,48177000600,2018-06-22,2
48,177,000600,48177000600,2018-06-23,1
48,177,000600,48177000600,2018-06-24,1
48,177,000600,48177000600,2018-06-25,1
48,177,000600,48177000600,2018-06-27,1
48,177,000600,48177000600,2018-06-28,4
48,177,000600,48177000600,2018-06-29,1
48,177,000600,48177000600,2018-07-03,4
48,177,000600,48177000600,2018-07-08,1
48,177,000600,48177000600,2018-07-09,1
48,177,000600,48177000600,2018-07-10,3
48,177,000600,48177000600,2018-07-11,2
48,177,000600,48177000600,2018-07-12,1
48,177,000600,48177000600,2018-07-13,1
48,177,000600,48177000600,2018-07-14,6
48,177,000600,48177000600,2018-07-15,1
48,177,000600,48177000600,2018-07-16,2
48,177,000600,48177000600,2018-07-17,2
48,177,000600,48177000600,2018-07-18,4
48,177,000600,48177000600,2018-07-19,1
48,177,000600,48177000600,2018-07-20,2
48,177,000600,48177000600,2018-07-23,3
48,177,000600,48177000600,2018-07-25,2
48,177,000600,48177000600,2018-07-26,4
48,177,000600,48177000600,2018-07-27,1
48,177,000600,48177000600,2018-07-28,3
48,177,000600,48177000600,2018-07-29,2
48,177,000600,48177000600,2018-07-30,1
48,177,000600,48177000600,2018-08-01,1
48,177,000600,48177000600,2018-08-02,8
48,177,000600,48177000600,2018-08-03,1
48,177,000600,48177000600,2018-08-04,3
48,177,000600,48177000600,2018-08-05,3
48,177,000600,48177000600,2018-08-06,5
48,177,000600,48177000600,2018-08-07,2
48,177,000600,48177000600,2018-08-08,1
48,177,000600,48177000600,2018-08-09,2
48,177,000600,48177000600,2018-08-16,1
48,177,000600,48177000600,2018-08-17,3
48,177,000600,48177000600,2018-08-20,1
48,177,000600,48177000600,2018-08-21,1
48,177,000600,48177000600,2018-08-23,3
48,177,000600,48177000600,2018-08-24,1
48,177,000600,48177000600,2018-08-26,3
48,177,000600,48177000600,2018-08-28,1
48,177,000600,48177000600,2018-08-29,4
48,177,000600,48177000600,2018-08-30,3
48,177,000600,48177000600,2018-08-31,4
48,177,000600,48177000600,2018-09-01,5
48,177,000600,48177000600,2018-09-02,5
48,177,000600,48177000600,2018-09-05,4
48,177,000600,48177000600,2018-09-06,5
48,177,000600,48177000600,2018-09-08,7
48,177,000600,48177000600,2018-09-13,6
48,177,000600,48177000600,2018-09-14,2
48,177,000600,48177000600,2018-09-16,2
48,177,000600,48177000600,2018-09-17,3
48,177,000600,48177000600,2018-09-25,3
48,177,000600,48177000600,2018-10-01,3
48,177,000600,48177000600,2018-10-02,1
48,177,000600,48177000600,2018-10-03,2
48,177,000600,48177000600,2018-10-04,4
48,177,000600,48177000600,2018-10-05,8
48,177,000600,48177000600,2018-10-06,2
48,177,000600,48177000600,2018-10-08,5
48,177,000600,48177000600,2018-10-10,1
48,177,000600,48177000600,2018-10-11,1
48,177,000600,48177000600,2018-10-12,4
48,177,000600,48177000600,2018-10-26,7
48,177,000600,48177000600,2018-10-27,3
48,177,000600,48177000600,2018-10-28,1
48,177,000600,48177000600,2018-10-29,4
48,177,000600,48177000600,2018-11-02,6
48,177,000600,48177000600,2018-11-03,5
48,177,000600,48177000600,2018-11-04,9
48,177,000600,48177000600,2018-11-14,3
48,177,000600,48177000600,2018-11-15,6
48,177,000600,48177000600,2018-11-16,3
48,177,000600,48177000600,2018-11-17,1
48,177,000600,48177000600,2018-11-18,3
48,177,000600,48177000600,2018-11-21,7
48,177,000600,48177000600,2018-11-24,1
48,177,000600,48177000600,2018-11-29,5
48,177,000600,48177000600,2018-12-02,6
48,177,000600,48177000600,2018-12-03,3
48,177,000600,48177000600,2018-12-04,2
48,177,000600,48177000600,2018-12-09,2
48,177,000600,48177000600,2018-12-10,2
48,177,000600,48177000600,2018-12-11,3
48,177,000600,48177000600,2018-12-15,3
48,177,000600,48177000600,2018-12-16,7
48,177,000600,48177000600,2018-12-17,1
48,177,000600,48177000600,2018-12-20,7
48,177,000600,48177000600,2018-12-21,8
48,177,000600,48177000600,2018-12-22,8
48,177,000600,48177000600,2018-12-23,5
48,177,000600,48177000600,2018-12-24,2
48,177,000600,48177000600,2018-12-28,6
48,177,000600,48177000600,2018-12-29,1
48,177,000600,48177000600,2019-01-01,3
48,177,000600,48177000600,2019-01-04,10
48,177,000600,48177000600,2019-01-05,7
48,177,000600,48177000600,2019-01-06,8
48,177,000600,48177000600,2019-01-08,3
48,177,000600,48177000600,2019-01-10,1
48,177,000600,48177000600,2019-01-12,1
48,177,000600,48177000600,2019-01-13,4
48,177,000600,48177000600,2019-01-14,5
48,177,000600,48177000600,2019-01-20,9
48,177,000600,48177000600,2019-01-21,4
48,177,000600,48177000600,2019-01-24,5
48,177,000600,48177000600,2019-01-25,2
48,177,000600,48177000600,2019-01-28,1
48,177,000600,48177000600,2019-01-29,12
48,177,000600,48177000600,2019-02-13,10
48,177,000600,48177000600,2019-02-15,7
48,177,000600,48177000600,2019-02-16,2
48,177,000600,48177000600,2019-02-18,8
48,177,000600,48177000600,2019-02-21,1
48,177,000600,48177000600,2019-02-23,1
48,177,000600,48177000600,2019-02-24,7
48,177,000600,48177000600,2019-03-06,3
48,177,000600,48177000600,2019-03-11,1
48,177,000600,48177000600,2019-03-19,5
48,177,000600,48177000600,2019-03-20,4
48,177,000600,48177000600,2019-03-21,8
48,177,000600,48177000600,2019-03-22,3
48,177,000600,48177000600,2019-03-24,1
48,177,000600,48177000600,2019-03-26,4
48,177,000600,48177000600,2019-03-27,7
48,177,000600,48177000600,2019-03-29,5
48,177,000600,48177000600,2019-04-02,8
48,177,000600,48177000600,2019-04-05,8
48,177,000600,48177000600,2019-04-08,3
48,177,000600,48177000600,2019-04-09,4
48,177,000600,48177000600,2019-04-10,2
48,177,000600,48177000600,2019-04-11,5
48,177,000600,48177000600,2019-04-14,2
48,177,000600,48177000600,2019-04-15,9
48,177,000600,48177000600,2019-04-19,2
48,177,000600,48177000600,2019-04-20,2
48,177,000600,48177000600,2019-04-21,5
48,177,000600,48177000600,2019-04-22,1
48,177,000600,48177000600,2019-04-25,2
48,177,000600,48177000600,2019-04-26,5
48,177,000600,48177000600,2019-04-27,4
48,177,000600,48177000600,2019-04-28,1
48,177,000600,48177000600,2019-04-29,3
48,177,000600,48177000600,2019-05-02,1
48,177,000600,48177000600,2019-05-11,2
48,177,000600,48177000600,2019-05-12,3
48,177,000600,48177000600,2019-05-13,10
48,177,000600,48177000600,2019-05-14,7
48,177,000600,48177000600,2019-05-15,11
48,177,000600,48177000600,2019-05-16,7
48,177,000600,48177000600,2019-05-23,4
48,177,000600,48177000600,2019-05-25,2
48,177,000600,48177000600,2019-05-26,3
48,177,000600,48177000600,2019-05-29,8
48,177,000600,48177000600,2019-06-02,9
48,177,000600,48177000600,2019-06-04,3
48,177,000600,48177000600,2019-06-06,9
48,177,000600,48177000600,2019-06-08,13
48,177,000600,48177000600,2019-06-09,4
48,177,000600,48177000600,2019-06-13,4
48,177,000600,48177000600,2019-06-15,3
48,177,000600,48177000600,2019-06-16,1
48,177,000600,48177000600,2019-06-18,8
48,177,000600,48177000600,2019-06-21,3
48,177,000600,48177000600,2019-06-23,2
48,177,000600,48177000600,2019-06-27,1
48,177,000600,48177000600,2019-06-28,3
48,177,000600,48177000600,2019-07-02,10
48,177,000600,48177000600,2019-07-03,1
48,177,000600,48177000600,2019-07-06,4
48,177,000600,48177000600,2019-07-07,6
48,177,000600,48177000600,2019-07-08,7
48,177,000600,48177000600,2019-07-10,1
48,177,000600,48177000600,2019-07-12,3
48,177,000600,48177000600,2019-07-13,2
48,177,000600,48177000600,2019-07-14,1
48,177,000600,48177000600,2019-07-15,1
48,177,000600,48177000600,2019-07-17,5
48,177,000600,48177000600,2019-07-18,5
48,177,000600,48177000600,2019-07-19,3
48,177,000600,48177000600,2019-07-20,3
48,177,000600,48177000600,2019-07-24,4
48,177,000600,48177000600,2019-07-25,8
48,177,000600,48177000600,2019-07-26,5
48,177,000600,48177000600,2019-07-27,4
48,177,000600,48177000600,2019-07-28,4
48,177,000600,48177000600,2019-07-29,2
48,177,000600,48177000600,2019-07-31,1
48,177,000600,48177000600,2019-08-02,3
48,177,000600,48177000600,2019-08-03,1
48,177,000600,48177000600,2019-08-04,2
48,177,000600,48177000600,2019-08-05,1
48,177,000600,48177000600,2019-08-06,2
48,177,000600,48177000600,2019-08-07,3
48,177,000600,48177000600,2019-08-10,1
48,177,000600,48177000600,2019-08-11,1
48,177,000600,48177000600,2019-08-13,3
48,177,000600,48177000600,2019-08-14,2
48,177,000600,48177000600,2019-08-16,1
48,177,000600,48177000600,2019-08-17,3
48,177,000600,48177000600,2019-08-18,3
48,177,000600,48177000600,2019-08-19,3
48,177,000600,48177000600,2019-08-20,2
48,177,000600,48177000600,2019-08-21,2
48,177,000600,48177000600,2019-08-22,3
48,177,000600,48177000600,2019-08-23,3
48,177,000600,48177000600,2019-08-26,4
48,177,000600,48177000600,2019-08-27,2
48,177,000600,48177000600,2019-08-28,6
48,177,000600,48177000600,2019-08-30,4
48,177,000600,48177000600,2019-08-31,3
48,177,000600,48177000600,2019-09-01,1
48,177,000600,48177000600,2019-09-02,3
48,177,000600,48177000600,2019-09-03,2
48,177,000600,48177000600,2019-09-04,2
48,177,000600,48177000600,2019-09-05,1
48,177,000600,48177000600,2019-09-06,5
48,177,000600,48177000600,2019-09-08,2
48,177,000600,48177000600,2019-09-09,4
48,177,000600,48177000600,2019-09-10,3
48,177,000600,48177000600,2019-09-13,1
48,177,000600,48177000600,2019-09-14,1
48,177,000600,48177000600,2019-09-15,1
48,177,000600,48177000600,2019-09-16,2
48,177,000600,48177000600,2019-09-17,2
48,177,000600,48177000600,2019-09-18,3
48,177,000600,48177000600,2019-09-19,3
48,177,000600,48177000600,2019-09-21,1
48,177,000600,48177000600,2019-09-22,5
48,177,000600,48177000600,2019-09-23,1
48,177,000600,48177000600,2019-09-24,2
48,177,000600,48177000600,2019-09-25,2
48,177,000600,48177000600,2019-09-26,3
48,177,000600,48177000600,2019-09-27,3
48,177,000600,48177000600,2019-09-28,1
48,177,000600,48177000600,2019-10-01,2
48,177,000600,48177000600,2019-10-03,1
48,177,000600,48177000600,2019-10-04,5
48,177,000600,48177000600,2019-10-05,4
48,177,000600,48177000600,2019-10-06,2
48,177,000600,48177000600,2019-10-07,1
48,177,000600,48177000600,2019-10-08,2
48,177,000600,48177000600,2019-10-09,1
48,177,000600,48177000600,2019-10-11,3
48,177,000600,48177000600,2019-10-17,1
48,177,000600,48177000600,2019-10-18,2
48,177,000600,48177000600,2019-10-19,1
48,177,000600,48177000600,2019-10-20,3
48,177,000600,48177000600,2019-10-22,7
48,177,000600,48177000600,2019-10-23,5
48,177,000600,48177000600,2019-10-26,3
48,177,000600,48177000600,2019-10-27,8
48,177,000600,48177000600,2019-10-28,7
48,177,000600,48177000600,2019-11-01,4
48,177,000600,48177000600,2019-11-02,3
48,177,000600,48177000600,2019-11-06,1
48,177,000600,48177000600,2019-11-10,2
48,177,000600,48177000600,2019-11-15,5
48,177,000600,48177000600,2019-11-16,3
48,177,000600,48177000600,2019-11-17,1
48,177,000600,48177000600,2019-11-18,7
48,177,000600,48177000600,2019-11-19,5
48,177,000600,48177000600,2019-11-22,2
48,177,000600,48177000600,2019-11-23,5
48,177,000600,48177000600,2019-11-24,4
48,177,000600,48177000600,2019-11-25,1
48,177,000600,48177000600,2019-11-26,1
48,177,000600,48177000600,2019-12-01,4
48,177,000600,48177000600,2019-12-02,4
48,177,000600,48177000600,2019-12-03,7
48,177,000600,48177000600,2019-12-04,7
48,177,000600,48177000600,2019-12-07,4
48,177,000600,48177000600,2019-12-08,3
48,177,000600,48177000600,2019-12-12,3
48,177,000600,48177000600,2019-12-14,5
48,177,000600,48177000600,2019-12-15,6
48,177,000600,48177000600,2019-12-16,2
48,177,000600,48177000600,2019-12-17,6
48,177,000600,48177000600,2019-12-18,9
48,177,000600,48177000600,2019-12-19,6
48,177,000600,48177000600,2019-12-22,6
48,177,000600,48177000600,2019-12-23,2
48,177,000600,48177000600,2019-12-24,7
48,177,000600,48177000600,2019-12-25,1
48,177,000600,48177000600,2019-12-30,7
48,177,000600,48177000600,2019-12-31,4
48,177,000600,48177000600,2020-01-03,1
48,177,000600,48177000600,2020-01-04,8
48,177,000600,48177000600,2020-01-05,5
48,177,000600,48177000600,2020-01-06,6
48,177,000600,48177000600,2020-01-07,7
48,177,000600,48177000600,2020-01-08,9
48,177,000600,48177000600,2020-01-12,3
48,177,000600,48177000600,2020-01-19,4
48,177,000600,48177000600,2020-01-20,8
48,177,000600,48177000600,2020-01-21,7
48,177,000600,48177000600,2020-01-24,3
48,177,000600,48177000600,2020-01-25,7
48,177,000600,48177000600,2020-01-27,6
48,177,000600,48177000600,2020-01-29,3
48,177,000600,48177000600,2020-02-01,1
48,177,000600,48177000600,2020-02-02,1
48,177,000600,48177000600,2020-02-06,3
48,177,000600,48177000600,2020-02-07,5
48,177,000600,48177000600,2020-02-08,5
48,177,000600,48177000600,2020-02-13,5
48,177,000600,48177000600,2020-02-14,2
48,177,000600,48177000600,2020-02-15,5
48,177,000600,48177000600,2020-02-16,1
48,177,000600,48177000600,2020-02-18,1
48,177,000600,48177000600,2020-02-21,7
48,177,000600,48177000600,2020-02-22,5
48,177,000600,48177000600,2020-02-25,4
48,177,000600,48177000600,2020-02-27,5
48,177,000600,48177000600,2020-02-28,2
48,177,000600,48177000600,2020-02-29,4
48,177,000600,48177000600,2020-03-08,6
48,177,000600,48177000600,2020-03-11,1
48,177,000600,48177000600,2020-03-19,1
48,177,000600,48177000600,2020-03-24,1
48,177,000600,48177000600,2020-03-29,2
48,177,000600,48177000600,2020-03-31,1
48,177,000600,48177000600,2020-04-01,5
48,177,000600,48177000600,2020-04-09,1
48,177,000600,48177000600,2020-04-13,4
48,177,000600,48177000600,2020-04-14,6
48,177,000600,48177000600,2020-04-16,4
48,177,000600,48177000600,2020-04-20,5
48,177,000600,48177000600,2020-04-24,6
48,177,000600,48177000600,2020-04-25,4
48,177,000600,48177000600,2020-04-26,5
48,177,000600,48177000600,2020-04-27,1
48,177,000600,48177000600,2020-04-29,1
48,177,000600,48177000600,2020-04-30,4
48,177,000600,48177000600,2020-05-01,3
48,177,000600,48177000600,2020-05-02,3
48,177,000600,48177000600,2020-05-05,1
48,177,000600,48177000600,2020-05-07,1
48,177,000600,48177000600,2020-05-10,1
48,177,000600,48177000600,2020-05-11,3
48,177,000600,48177000600,2020-05-13,1
48,177,000600,48177000600,2020-05-17,3
48,177,000600,48177000600,2020-05-18,3
48,177,000600,48177000600,2020-05-19,1
48,177,000600,48177000600,2020-05-23,1
48,177,000600,48177000600,2020-06-03,8
48,177,000600,48177000600,2020-06-04,2
48,177,000600,48177000600,2020-06-05,2
48,177,000600,48177000600,2020-06-06,9
48,177,000600,48177000600,2020-06-07,8
48,177,000600,48177000600,2020-06-08,8
48,177,000600,48177000600,2020-06-11,3
48,177,000600,48177000600,2020-06-12,6
48,177,000600,48177000600,2020-06-13,3
48,177,000600,48177000600,2020-06-15,2
48,177,000600,48177000600,2020-06-17,4
48,177,000600,48177000600,2020-06-18,6
48,177,000600,48177000600,2020-06-19,1
48,177,000600,48177000600,2020-06-20,1
48,177,000600,48177000600,2020-06-21,3
48,177,000600,48177000600,2020-06-22,4
48,177,000600,48177000600,2020-06-23,1
48,177,000600,48177000600,2020-07-03,2
48,177,000600,48177000600,2020-07-04,8
48,177,000600,48177000600,2020-07-05,5
48,177,000600,48177000600,2020-07-08,1
48,177,000600,48177000600,2020-07-09,5
48,177,000600,48177000600,2020-07-10,5
48,177,000600,48177000600,2020-07-11,6
48,177,000600,48177000600,2020-07-12,4
48,177,000600,48177000600,2020-07-14,9
48,177,000600,48177000600,2020-07-15,3
48,177,000600,48177000600,2020-07-16,3
48,177,000600,48177000600,2020-07-17,2
48,177,000600,48177000600,2020-07-18,7
48,177,000600,48177000600,2020-07-19,9
48,177,000600,48177000600,2020-07-20,3
48,177,000600,48177000600,2020-07-21,6
48,177,000600,48177000600,2020-07-23,2
48,177,000600,48177000600,2020-07-25,1
48,177,000600,48177000600,2020-07-28,2
48,177,000600,48177000600,2020-07-29,3
48,177,000600,48177000600,2020-07-31,5
48,177,000600,48177000600,2020-08-02,4
48,177,000600,48177000600,2020-08-03,7
48,177,000600,48177000600,2020-08-05,4
48,177,000600,48177000600,2020-08-06,5
48,177,000600,48177000600,2020-08-07,8
48,177,000600,48177000600,2020-08-08,3
48,177,000600,48177000600,2020-08-09,5
48,177,000600,48177000600,2020-08-10,5
48,177,000600,48177000600,2020-08-11,10
48,177,000600,48177000600,2020-08-12,2
48,177,000600,48177000600,2020-08-13,1
48,177,000600,48177000600,2020-08-14,2
48,177,000600,48177000600,2020-08-15,7
48,177,000600,48177000600,2020-08-16,2
48,177,000600,48177000600,2020-08-18,1
48,177,000600,48177000600,2020-08-19,7
48,177,000600,48177000600,2020-08-20,8
48,177,000600,48177000600,2020-08-22,7
48,177,000600,48177000600,2020-08-23,9
48,177,000600,48177000600,2020-08-24,3
48,177,000600,48177000600,2020-08-25,11
48,177,000600,48177000600,2020-08-27,5
48,177,000600,48177000600,2020-08-29,3
48,177,000600,48177000600,2020-08-30,5
48,177,000600,48177000600,2020-08-31,4
48,177,000600,48177000600,2020-09-01,1
48,177,000600,48177000600,2020-09-02,3
48,177,000600,48177000600,2020-09-13,10
48,177,000600,48177000600,2020-09-15,7
48,177,000600,48177000600,2020-09-16,9
48,177,000600,48177000600,2020-09-19,9
48,177,000600,48177000600,2020-09-20,3
48,177,000600,48177000600,2020-09-25,4
48,177,000600,48177000600,2020-09-26,6
48,177,000600,48177000600,2020-09-27,2
48,177,000600,48177000600,2020-09-28,1
48,177,000600,48177000600,2020-09-29,9
48,177,000600,48177000600,2020-09-30,5
48,177,000600,48177000600,2020-10-01,5
48,177,000600,48177000600,2020-10-02,11
48,177,000600,48177000600,2020-10-03,6
48,177,000600,48177000600,2020-10-04,10
48,177,000600,48177000600,2020-10-05,11
48,177,000600,48177000600,2020-10-06,5
48,177,000600,48177000600,2020-10-07,5
48,177,000600,48177000600,2020-10-08,6
48,177,000600,48177000600,2020-10-09,1
48,177,000600,48177000600,2020-10-10,7
48,177,000600,48177000600,2020-10-11,4
48,177,000600,48177000600,2020-10-12,4
48,177,000600,48177000600,2020-10-13,5
48,177,000600,48177000600,2020-10-14,7
48,177,000600,48177000600,2020-10-18,2
48,177,000600,48177000600,2020-10-19,1
48,177,000600,48177000600,2020-10-23,2
48,177,000600,48177000600,2020-10-25,10
48,177,000600,48177000600,2020-10-29,6
48,177,000600,48177000600,2020-10-30,7
48,177,000600,48177000600,2020-10-31,2
48,177,000600,48177000600,2020-11-01,7
48,177,000600,48177000600,2020-11-02,9
48,177,000600,48177000600,2020-11-03,8
48,177,000600,48177000600,2020-11-04,6
48,177,000600,48177000600,2020-11-05,2
48,177,000600,48177000600,2020-11-07,3
48,177,000600,48177000600,2020-11-08,3
48,177,000600,48177000600,2020-11-09,1
48,177,000600,48177000600,2020-11-10,8
48,177,000600,48177000600,2020-11-11,5
48,177,000600,48177000600,2020-11-14,4
48,177,000600,48177000600,2020-11-15,6
48,177,000600,48177000600,2020-11-16,12
48,177,000600,48177000600,2020-11-17,14
48,177,000600,48177000600,2020-11-18,7
48,177,000600,48177000600,2020-11-19,7
48,177,000600,48177000600,2020-11-21,2
48,177,000600,48177000600,2020-11-22,2
48,177,000600,48177000600,2020-11-24,3
48,177,000600,48177000600,2020-11-26,6
48,177,000600,48177000600,2020-11-30,6
48,177,000600,48177000600,2020-12-01,5
48,177,000600,48177000600,2020-12-02,3
48,177,000600,48177000600,2020-12-03,5
48,177,000600,48177000600,2020-12-04,6
48,177,000600,48177000600,2020-12-05,5
48,177,000600,48177000600,2020-12-06,5
48,177,000600,48177000600,2020-12-07,2
48,177,000600,48177000600,2020-12-08,5
48,177,000600,48177000600,2020-12-14,2
48,177,000600,48177000600,2020-12-16,6
48,177,000600,48177000600,2020-12-17,2
48,177,000600,48177000600,2020-12-18,3
48,177,000600,48177000600,2020-12-19,2
48,177,000600,48177000600,2020-12-21,1
48,177,000600,48177000600,2020-12-22,1
48,177,000600,48177000600,2020-12-23,1
48,177,000600,48177000600,2020-12-25,4
48,177,000600,48177000600,2020-12-27,6
48,177,000600,48177000600,2020-12-28,6
48,475,950100,48475950100,2015-07-01,3
48,475,950100,48475950100,2015-07-02,2
48,475,950100,48475950100,2015-07-09,1
48,475,950100,48475950100,2015-07-12,1
48,475,950100,48475950100,2015-07-13,4
48,475,950100,48475950100,2015-07-14,1
48,475,950100,48475950100,2015-07-15,2
48,475,950100,48475950100,2015-07-17,3
48,475,950100,48475950100,2015-07-18,8
48,475,950100,48475950100,2015-07-19,2
48,475,950100,48475950100,2015-07-20,4
48,475,950100,48475950100,2015-07-21,3
48,475,950100,48475950100,2015-07-23,4
48,475,950100,48475950100,2015-07-24,4
48,475,950100,48475950100,2015-07-25,2
48,475,950100,48475950100,2015-07-26,1
48,475,950100,48475950100,2015-07-27,2
48,475,950100,48475950100,2015-07-29,3
48,475,950100,48475950100,2015-07-31,3
48,475,950100,48475950100,2015-08-02,1
48,475,950100,48475950100,2015-08-03,2
48,475,950100,48475950100,2015-08-04,3
48,475,950100,48475950100,2015-08-05,1
48,475,950100,48475950100,2015-08-06,1
48,475,950100,48475950100,2015-08-07,1
48,475,950100,48475950100,2015-08-08,2
48,475,950100,48475950100,2015-08-09,3
48,475,950100,48475950100,2015-08-10,2
48,475,950100,48475950100,2015-08-11,1
48,475,950100,48475950100,2015-08-12,1
48,475,950100,48475950100,2015-08-14,5
48,475,950100,48475950100,2015-08-16,1
48,475,950100,48475950100,2015-08-17,1
48,475,950100,48475950100,2015-08-19,4
48,475,950100,48475950100,2015-08-20,1
48,475,950100,48475950100,2015-08-23,3
48,475,950100,48475950100,2015-08-25,3
48,475,950100,48475950100,2015-08-26,1
48,475,950100,48475950100,2015-08-27,1
48,475,950100,48475950100,2015-08-28,2
48,475,950100,48475950100,2015-08-30,2
48,475,950100,48475950100,2015-08-31,1
48,475,950100,48475950100,2015-09-01,2
48,475,950100,48475950100,2015-09-02,1
48,475,950100,48475950100,2015-09-03,1
48,475,950100,48475950100,2015-09-04,3
48,475,950100,48475950100,2015-09-05,3
48,475,950100,48475950100,2015-09-06,1
48,475,950100,48475950100,2015-09-07,2
48,475,950100,48475950100,2015-09-08,3
48,475,950100,48475950100,2015-09-09,1
48,475,950100,48475950100,2015-09-12,2
48,475,950100,48475950100,2015-09-14,1
48,475,950100,48475950100,2015-09-15,2
48,475,950100,48475950100,2015-09-16,1
48,475,950100,48475950100,2015-09-23,3
48,475,950100,48475950100,2015-09-26,8
48,475,950100,48475950100,2015-09-27,3
48,475,950100,48475950100,2015-09-28,4
48,475,950100,48475950100,2015-09-29,4
48,475,950100,48475950100,2015-09-30,4
48,475,950100,48475950100,2015-10-01,2
48,475,950100,48475950100,2015-10-06,2
48,475,950100,48475950100,2015-10-12,1
48,475,950100,48475950100,2015-10-14,2
48,475,950100,48475950100,2015-10-15,3
48,475,950100,48475950100,2015-10-16,1
48,475,950100,48475950100,2015-10-17,9
48,475,950100,48475950100,2015-10-18,1
48,475,950100,48475950100,2015-10-20,2
48,475,950100,48475950100,2015-10-21,2
48,475,950100,48475950100,2015-10-23,3
48,475,950100,48475950100,2015-10-24,3
48,475,950100,48475950100,2015-10-25,2
48,475,950100,48475950100,2015-10-26,3
48,475,950100,48475950100,2015-10-27,2
48,475,950100,48475950100,2015-10-29,3
48,475,950100,48475950100,2015-10-31,2
48,475,950100,48475950100,2015-11-01,3
48,475,950100,48475950100,2015-11-02,6
48,475,950100,48475950100,2015-11-03,3
48,475,950100,48475950100,2015-11-04,3
48,475,950100,48475950100,2015-11-05,2
48,475,950100,48475950100,2015-11-06,4
48,475,950100,48475950100,2015-11-07,6
48,475,950100,48475950100,2015-11-08,3
48,475,950100,48475950100,2015-11-09,3
48,475,950100,48475950100,2015-11-10,4
48,475,950100,48475950100,2015-11-12,2
48,475,950100,48475950100,2015-11-13,8
48,475,950100,48475950100,2015-11-18,8
48,475,950100,48475950100,2015-11-19,2
48,475,950100,48475950100,2015-11-20,5
48,475,950100,48475950100,2015-11-21,3
48,475,950100,48475950100,2015-11-22,1
48,475,950100,48475950100,2015-11-23,3
48,475,950100,48475950100,2015-11-24,1
48,475,950100,48475950100,2015-11-25,3
